ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City,Stock In Vast or Limited Quantity,,,,ROUND,SQRT,MINIMUM,MAXIMUM,SUM,MEDIAN,RANK,LEFT,RIGHT,LENGTH,MID
172,Puzzle,Toys & Games,436.35,1.1,4854,780,0.26,1439,03-08-2024,Boston,TRUE,,,,436,69.67065379,,,,,974,Puzz,zzle,6,ston
173,Puzzle,Toys & Games,44.31,1,4124,957,0.04,317,10-11-2023,Milwaukee,TRUE,,,,44,64.21837743,,,,,816,Puzz,zzle,9,lwauke
174,Toy Car,Toys & Games,317.48,4.5,1262,376,0.38,920,6/19/2023,El Paso,TRUE,,,,317,35.52463934,,,,,265,Toy , Car,7, Paso
175,Toy Car,Toys & Games,371.42,2,2050,428,0.18,1693,7/24/2023,Mesa,TRUE,,,,371,45.27692569,,,,,409,Toy , Car,4,sa
176,Board Game,Toys & Games,124.47,1.2,704,948,0.49,584,08-12-2023,Baltimore,TRUE,,,,124,26.53299832,,,,,151,Boar,Game,9,ltimor
177,Action Figure,Toys & Games,343.03,1.9,2041,804,0.39,938,11/27/2023,Raleigh,TRUE,,,,343,45.17742799,,,,,403,Acti,gure,7,leigh
178,Puzzle,Toys & Games,440.77,4.8,10,61,0.31,1176,11/26/2023,Nashville,FALSE,,,,441,3.16227766,,,,,4,Puzz,zzle,9,shvill
179,Toy Car,Toys & Games,41.84,2.6,884,242,0.26,1353,2/26/2024,Tulsa,FALSE,,,,42,29.73213749,,,,,177,Toy , Car,5,lsa
180,Board Game,Toys & Games,198.2,1.1,2553,258,0.41,1540,9/25/2023,Akron,FALSE,,,,198,50.52722039,,,,,516,Boar,Game,5,ron
181,Board Game,Toys & Games,484.86,4.5,3170,19,0.5,1596,12/17/2023,Houston,FALSE,,,,485,56.30275304,,,,,629,Boar,Game,7,uston
182,Board Game,Toys & Games,351.05,1.6,4255,738,0.11,1143,3/15/2024,New Orleans,FALSE,,,,351,65.23036103,,,,,840,Boar,Game,11,w Orle
183,Action Figure,Toys & Games,448.51,4.4,1290,616,0.2,634,5/14/2024,Albuquerque,FALSE,,,,449,35.91656999,,,,,274,Acti,gure,11,buquer
184,Action Figure,Toys & Games,31.74,4.4,4265,520,0.16,1560,9/25/2023,Miami,FALSE,,,,32,65.30696747,,,,,843,Acti,gure,5,ami
185,Puzzle,Toys & Games,52.62,2.6,974,37,0.13,1924,12/19/2023,Miami,TRUE,,,,53,31.20897307,,,,,206,Puzz,zzle,5,ami
186,Board Game,Toys & Games,270.98,4.8,1711,972,0.45,972,3/23/2024,Jacksonville,TRUE,,,,271,41.36423576,,,,,347,Boar,Game,12,cksonv
187,Board Game,Toys & Games,252.62,2.9,2396,114,0.41,1591,05-03-2024,Buffalo,TRUE,,,,253,48.948953,,,,,480,Boar,Game,7,ffalo
188,Board Game,Toys & Games,276.45,4.5,1312,261,0.26,335,12/27/2023,Boise,TRUE,,,,276,36.22154055,,,,,280,Boar,Game,5,ise
189,Toy Car,Toys & Games,426.79,4.5,1704,780,0.42,1368,12/14/2023,San Francisco,TRUE,,,,427,41.27953488,,,,,346,Toy , Car,13,n Fran
190,Board Game,Toys & Games,61.86,3.8,4795,6,0.44,556,08-03-2023,Charlotte,TRUE,,,,62,69.24593851,,,,,964,Boar,Game,9,arlott
191,Action Figure,Toys & Games,24.33,4.3,2719,362,0.11,1574,3/22/2024,Virginia Beach,TRUE,,,,24,52.1440313,,,,,545,Acti,gure,14,rginia
192,Toy Car,Toys & Games,282.53,4,1547,294,0.1,1548,4/27/2024,Providence,TRUE,,,,283,39.33192088,,,,,324,Toy , Car,10,oviden
193,Puzzle,Toys & Games,490.78,3.5,4795,447,0.27,674,7/22/2023,Ogden,TRUE,,,,491,69.24593851,,,,,964,Puzz,zzle,5,den
194,Puzzle,Toys & Games,382.9,3.2,1247,993,0.17,571,7/13/2023,Allentown,TRUE,,,,383,35.31288717,,,,,262,Puzz,zzle,9,lentow
195,Board Game,Toys & Games,379.31,4.2,1887,483,0.03,730,12-03-2023,New Haven,TRUE,,,,379,43.43961326,,,,,373,Boar,Game,9,w Have
196,Action Figure,Toys & Games,387.78,3.8,885,704,0.03,1143,11/15/2023,Albany,TRUE,,,,388,29.74894956,,,,,178,Acti,gure,6,bany
197,Board Game,Toys & Games,495.17,3.7,4811,675,0.32,947,06-05-2024,Detroit,TRUE,,,,495,69.36137254,,,,,969,Boar,Game,7,troit
198,Action Figure,Toys & Games,20.84,2.3,3999,946,0.13,1561,10/30/2023,Albany,FALSE,,,,21,63.23764702,,,,,793,Acti,gure,6,bany
199,Action Figure,Toys & Games,472.71,1.4,38,270,0.4,156,3/29/2024,Albuquerque,FALSE,,,,473,6.164414003,,,,,11,Acti,gure,11,buquer
200,Toy Car,Toys & Games,421.57,4.1,3155,21,0.07,1730,07-11-2023,Cincinnati,FALSE,,,,422,56.16938668,,,,,625,Toy , Car,10,ncinna
201,Fish Oil,Vitamins and supplements,84.02,2.7,4116,302,0.21,1978,3/20/2024,Spokane,FALSE,,,,84,64.15605973,,,,,814,Fish, Oil,7,okane
202,Fish Oil,Vitamins and supplements,382.45,2.8,4665,891,0.36,1185,01-01-2024,El Paso,FALSE,,,,382,68.30080527,,,,,938,Fish, Oil,7, Paso
203,Protein Powder,Vitamins and supplements,435.38,3.9,1809,270,0.24,1562,04-01-2024,Columbus,FALSE,,,,435,42.53234064,,,,,363,Prot,wder,8,lumbus
204,Protein Powder,Vitamins and supplements,100.91,4.5,3380,519,0.39,1709,4/23/2024,New York,FALSE,,,,101,58.13776741,,,,,668,Prot,wder,8,w York
205,Protein Powder,Vitamins and supplements,18.75,4.2,692,535,0.46,898,4/27/2024,Cleveland,TRUE,,,,19,26.30589288,,,,,145,Prot,wder,9,evelan
206,Vitamin D,Vitamins and supplements,245.95,1.5,3344,893,0.34,1763,06-03-2024,McAllen,TRUE,,,,246,57.82732918,,,,,661,Vita,in D,7,Allen
207,Fish Oil,Vitamins and supplements,120.51,1.6,116,385,0.4,394,04-09-2024,Knoxville,TRUE,,,,121,10.77032961,,,,,25,Fish, Oil,9,oxvill
208,Multivitamin,Vitamins and supplements,83.29,2.9,2013,319,0.2,1518,03-09-2024,Spokane,TRUE,,,,83,44.86646855,,,,,396,Mult,amin,7,okane
209,Fish Oil,Vitamins and supplements,152.91,3.8,2043,101,0.45,778,11-11-2023,Columbus,TRUE,,,,153,45.19955752,,,,,405,Fish, Oil,8,lumbus
210,Vitamin D,Vitamins and supplements,61.42,2,2936,45,0.07,591,08-07-2023,San Diego,TRUE,,,,61,54.18486874,,,,,585,Vita,in D,9,n Dieg
211,Fish Oil,Vitamins and supplements,113.07,2.4,935,927,0.47,1888,06-10-2024,Charleston,TRUE,,,,113,30.5777697,,,,,194,Fish, Oil,10,arlest
212,Multivitamin,Vitamins and supplements,53.05,2.4,917,102,0.07,870,3/14/2024,Milwaukee,TRUE,,,,53,30.28200786,,,,,186,Mult,amin,9,lwauke
213,Fish Oil,Vitamins and supplements,349.67,4.3,105,886,0.34,1895,7/31/2023,San Francisco,TRUE,,,,350,10.24695077,,,,,23,Fish, Oil,13,n Fran
214,Vitamin D,Vitamins and supplements,449.15,3.4,3144,358,0.31,552,11/21/2023,Detroit,TRUE,,,,449,56.07138308,,,,,624,Vita,in D,7,troit
215,Protein Powder,Vitamins and supplements,474.2,3.5,1107,317,0.31,382,06-05-2024,Wichita,TRUE,,,,474,33.27160952,,,,,232,Prot,wder,7,chita
216,Vitamin D,Vitamins and supplements,448.46,3.2,3385,21,0.23,514,02-06-2024,New Haven,TRUE,,,,448,58.18075283,,,,,669,Vita,in D,9,w Have
217,Multivitamin,Vitamins and supplements,90.36,2.8,2134,523,0.08,1324,10/13/2023,McAllen,TRUE,,,,90,46.19523785,,,,,422,Mult,amin,7,Allen
218,Fish Oil,Vitamins and supplements,171.22,2.9,4780,903,0.44,308,12-12-2023,Sacramento,TRUE,,,,171,69.13754407,,,,,960,Fish, Oil,10,cramen
219,Protein Powder,Vitamins and supplements,254.12,3.2,661,548,0.5,872,4/14/2024,Charleston,TRUE,,,,254,25.70992026,,,,,134,Prot,wder,10,arlest
220,Vitamin D,Vitamins and supplements,49.95,2.6,4540,92,0.21,1230,6/25/2023,Spokane,TRUE,,,,50,67.37952211,,,,,902,Vita,in D,7,okane
221,Vitamin D,Vitamins and supplements,236.69,4.5,158,953,0.37,403,8/24/2023,Akron,FALSE,,,,237,12.56980509,,,,,35,Vita,in D,5,ron
222,Protein Powder,Vitamins and supplements,370.32,4.1,955,151,0.27,946,03-08-2024,Atlanta,FALSE,,,,370,30.90307428,,,,,200,Prot,wder,7,lanta
223,Multivitamin,Vitamins and supplements,224.92,3.9,3811,577,0.3,931,9/24/2023,Queens,FALSE,,,,225,61.73329734,,,,,755,Mult,amin,6,eens
224,Vitamin D,Vitamins and supplements,145.65,3.4,1269,636,0.11,1260,5/25/2024,Denver,FALSE,,,,146,35.62302626,,,,,270,Vita,in D,6,nver
225,Protein Powder,Vitamins and supplements,419.64,1.9,4889,519,0.2,477,3/17/2024,Baltimore,FALSE,,,,420,69.92138443,,,,,981,Prot,wder,9,ltimor
226,Fish Oil,Vitamins and supplements,126.4,4.9,374,292,0.43,1004,05-02-2024,Columbus,FALSE,,,,126,19.33907961,,,,,76,Fish, Oil,8,lumbus
227,Fish Oil,Vitamins and supplements,57.72,2.6,13,503,0.29,1107,02-03-2024,New York,FALSE,,,,58,3.605551275,,,,,5,Fish, Oil,8,w York
228,Vitamin D,Vitamins and supplements,90.13,2.6,2040,27,0.13,1252,9/25/2023,Jacksonville,FALSE,,,,90,45.16635916,,,,,401,Vita,in D,12,cksonv
229,Vitamin D,Vitamins and supplements,298.32,3.4,4396,918,0.23,1418,06-02-2024,Birmingham,FALSE,,,,298,66.30233782,,,,,871,Vita,in D,10,rmingh
230,Vitamin D,Vitamins and supplements,226.59,2.3,2891,861,0.07,132,09-10-2023,McAllen,FALSE,,,,227,53.76802024,,,,,580,Vita,in D,7,Allen
231,Protein Powder,Vitamins and supplements,312.4,3.8,575,885,0.08,1144,2/26/2024,St. Louis,FALSE,,,,312,23.97915762,,,,,117,Prot,wder,9,. Loui
232,Multivitamin,Vitamins and supplements,184.8,3.1,2352,496,0.35,1847,01-08-2024,Staten Island,FALSE,,,,185,48.49742261,,,,,469,Mult,amin,13,aten I
233,Vitamin D,Vitamins and supplements,435.45,1.8,956,915,0.13,1665,8/24/2023,Hartford,TRUE,,,,435,30.91924967,,,,,201,Vita,in D,8,rtford
234,Protein Powder,Vitamins and supplements,35.33,3.6,1058,197,0.09,1082,7/23/2023,Spokane,TRUE,,,,35,32.52691193,,,,,223,Prot,wder,7,okane
235,Multivitamin,Vitamins and supplements,258.55,1.2,4585,275,0.49,1239,10-05-2023,Dayton,TRUE,,,,259,67.71262807,,,,,917,Mult,amin,6,yton
236,Vitamin D,Vitamins and supplements,18.52,2.3,3868,184,0.29,1207,12/17/2023,Orlando,TRUE,,,,19,62.19324722,,,,,768,Vita,in D,7,lando
237,Vitamin D,Vitamins and supplements,336.76,1.6,4403,335,0.47,891,06-04-2024,McAllen,TRUE,,,,337,66.3551053,,,,,874,Vita,in D,7,Allen
238,Fish Oil,Vitamins and supplements,102.29,3.9,4612,494,0.09,1825,12-02-2023,Hartford,TRUE,,,,102,67.91170739,,,,,922,Fish, Oil,8,rtford
239,Vitamin D,Vitamins and supplements,489.53,2.5,3485,113,0.12,1561,1/28/2024,Columbia,TRUE,,,,490,59.03388857,,,,,692,Vita,in D,8,lumbia
240,Vitamin D,Vitamins and supplements,289.6,1.1,1863,344,0.34,800,06-11-2024,Grand Rapids,FALSE,,,,290,43.16248371,,,,,369,Vita,in D,12,and Ra
241,Sunscreen,Skin care,471.03,4.3,1327,68,0.29,1981,11-05-2023,Palm Bay,FALSE,,,,471,36.4280112,,,,,283,Suns,reen,8,lm Bay
242,Cleanser,Skin care,499.71,1.2,3232,680,0.5,780,3/31/2024,Chicago,FALSE,,,,500,56.85068161,,,,,643,Clea,nser,7,icago
243,Moisturizer,Skin care,287.84,4,1347,609,0.2,493,02-01-2024,McAllen,FALSE,,,,288,36.70149861,,,,,287,Mois,izer,7,Allen
244,Cleanser,Skin care,224.7,4.6,1000,278,0.22,1354,02-04-2024,Palm Bay,FALSE,,,,225,31.6227766,,,,,213,Clea,nser,8,lm Bay
245,Toner,Skin care,155.47,3.6,2772,654,0.32,710,1/21/2024,Portland,TRUE,,,,155,52.64978632,,,,,559,Tone,oner,8,rtland
246,Moisturizer,Skin care,196.41,3.2,1440,304,0.27,290,03-02-2024,Cleveland,TRUE,,,,196,37.94733192,,,,,304,Mois,izer,9,evelan
247,Cleanser,Skin care,297.66,1.7,2889,961,0.23,1026,3/19/2024,New York,TRUE,,,,298,53.7494186,,,,,578,Clea,nser,8,w York
248,Cleanser,Skin care,476.22,4.4,1947,628,0.41,664,5/31/2024,Bronx,TRUE,,,,476,44.12482295,,,,,385,Clea,nser,5,onx
249,Moisturizer,Skin care,205.42,3.3,3371,739,0.3,943,07-05-2023,Provo,TRUE,,,,205,58.06031347,,,,,666,Mois,izer,5,ovo
250,Cleanser,Skin care,375.97,3.9,1004,20,0.1,1014,07-12-2023,Colorado Springs,TRUE,,,,376,31.68595904,,,,,216,Clea,nser,16,lorado
251,Sunscreen,Skin care,44.93,4.8,714,50,0.03,788,1/23/2024,Omaha,TRUE,,,,45,26.72077843,,,,,152,Suns,reen,5,aha
252,Cleanser,Skin care,105.33,1.7,963,372,0.14,1562,01-07-2024,Miami,TRUE,,,,105,31.0322413,,,,,204,Clea,nser,5,ami
253,Sunscreen,Skin care,270.81,3.3,105,419,0.36,1,3/27/2024,Sacramento,TRUE,,,,271,10.24695077,,,,,23,Suns,reen,10,cramen
254,Toner,Skin care,413.36,3.1,1286,350,0.43,1062,01-05-2024,Cleveland,FALSE,,,,413,35.86084215,,,,,273,Tone,oner,9,evelan
255,Sunscreen,Skin care,154.69,4.2,444,297,0.46,1107,9/23/2023,San Juan,FALSE,,,,155,21.07130751,,,,,90,Suns,reen,8,n Juan
256,Cleanser,Skin care,279.61,1.2,2938,140,0.3,1141,09-09-2023,Orlando,FALSE,,,,280,54.20332093,,,,,586,Clea,nser,7,lando
257,Cleanser,Skin care,300.83,4.2,9,983,0.21,1660,12/25/2023,Denton,FALSE,,,,301,3,,,,,3,Clea,nser,6,nton
258,Toner,Skin care,387.27,3.2,4954,292,0.15,663,5/24/2024,Spokane,FALSE,,,,387,70.38465742,,,,,990,Tone,oner,7,okane
259,Toner,Skin care,217.63,3.7,145,914,0.31,992,10/14/2023,Mesa,FALSE,,,,218,12.04159458,,,,,31,Tone,oner,4,sa
260,Moisturizer,Skin care,92.33,3.9,1249,672,0.11,661,8/24/2023,Oklahoma City,FALSE,,,,92,35.34119409,,,,,264,Mois,izer,13,lahoma
261,Sunscreen,Skin care,122.82,1.8,1546,649,0.13,1100,10-02-2023,Portland,FALSE,,,,123,39.3192065,,,,,323,Suns,reen,8,rtland
262,Moisturizer,Skin care,494.01,1.5,3729,834,0.22,636,12/28/2023,Minneapolis,FALSE,,,,494,61.06553856,,,,,739,Mois,izer,11,nneapo
263,Moisturizer,Skin care,349.29,5,4795,301,0.05,1241,03-02-2024,Austin,FALSE,,,,349,69.24593851,,,,,964,Mois,izer,6,stin
264,Cleanser,Skin care,453.71,4.1,4131,743,0.32,1699,3/31/2024,Phoenix,FALSE,,,,454,64.27285586,,,,,818,Clea,nser,7,oenix
265,Toner,Skin care,189.81,2.4,3046,707,0.22,827,02-03-2024,Bakersfield,FALSE,,,,190,55.19057891,,,,,600,Tone,oner,11,kersfi
266,Toner,Skin care,402.17,1.9,2823,229,0.3,66,8/17/2023,Riverside,TRUE,,,,402,53.13191132,,,,,565,Tone,oner,9,versid
267,Moisturizer,Skin care,233.86,1.8,2774,171,0.33,1232,8/26/2023,Reno,TRUE,,,,234,52.66877633,,,,,561,Mois,izer,4,no
268,Cleanser,Skin care,228.71,2.3,661,811,0.04,452,7/15/2023,Omaha,TRUE,,,,229,25.70992026,,,,,134,Clea,nser,5,aha
269,Moisturizer,Skin care,348.1,1.8,207,617,0.05,632,4/18/2024,Orlando,TRUE,,,,348,14.38749457,,,,,44,Mois,izer,7,lando
270,Toner,Skin care,10.61,2.2,3719,979,0.24,1565,10/19/2023,Albany,TRUE,,,,11,60.98360435,,,,,735,Tone,oner,6,bany
271,Sunscreen,Skin care,205.66,1.6,1540,979,0.46,363,7/27/2023,Sacramento,TRUE,,,,206,39.24283374,,,,,322,Suns,reen,10,cramen
272,Moisturizer,Skin care,339.06,1.4,4551,742,0.43,1012,9/14/2023,Cleveland,TRUE,,,,339,67.4610999,,,,,903,Mois,izer,9,evelan
273,Toner,Skin care,393.19,3.8,3725,803,0.15,113,10/19/2023,Tampa,TRUE,,,,393,61.03277808,,,,,737,Tone,oner,5,mpa
274,Cleanser,Skin care,196.65,2.4,2496,842,0.41,1725,01-10-2024,Raleigh,TRUE,,,,197,49.95998399,,,,,505,Clea,nser,7,leigh
275,Toner,Skin care,437.93,1.6,405,938,0.29,1339,03-03-2024,Mesa,TRUE,,,,438,20.1246118,,,,,84,Tone,oner,4,sa
276,Toner,Skin care,112.17,4.7,4137,677,0.41,1826,01-06-2024,Dallas,TRUE,,,,112,64.31951492,,,,,820,Tone,oner,6,llas
277,Toner,Skin care,270.92,3.9,3138,847,0.11,1549,3/31/2024,Miami,TRUE,,,,271,56.0178543,,,,,621,Tone,oner,5,ami
278,Sunscreen,Skin care,207.46,1.7,4225,930,0.17,1811,9/30/2023,Richmond,FALSE,,,,207,65,,,,,833,Suns,reen,8,chmond
279,Cleanser,Skin care,413.02,1.5,4259,94,0.24,1133,07-12-2023,Milwaukee,FALSE,,,,413,65.2610144,,,,,841,Clea,nser,9,lwauke
280,Cleanser,Skin care,416.37,2.3,2530,936,0.41,1676,2/16/2024,Sacramento,FALSE,,,,416,50.29910536,,,,,513,Clea,nser,10,cramen
281,Mascara,Makeup,43.4,1.1,536,78,0.48,1979,5/31/2024,Akron,FALSE,,,,43,23.15167381,,,,,106,Masc,cara,5,ron
282,Blush,Makeup,69.8,3.4,542,845,0.44,988,08-01-2023,Columbus,FALSE,,,,70,23.28089345,,,,,109,Blus,lush,8,lumbus
283,Lipstick,Makeup,324,1.9,4349,129,0.33,466,8/30/2023,Palm Bay,FALSE,,,,324,65.94694838,,,,,863,Lips,tick,8,lm Bay
284,Lipstick,Makeup,286.58,1.8,4737,381,0.5,1276,4/17/2024,Albany,FALSE,,,,287,68.82586723,,,,,954,Lips,tick,6,bany
285,Lipstick,Makeup,492,2,4244,328,0.39,1517,9/23/2023,Akron,FALSE,,,,492,65.1459899,,,,,838,Lips,tick,5,ron
286,Blush,Makeup,348.89,3.5,1638,551,0.41,1382,08-09-2023,Atlanta,FALSE,,,,349,40.47221269,,,,,338,Blus,lush,7,lanta
287,Foundation,Makeup,315.71,3.1,3302,689,0.07,1651,12-04-2023,Oklahoma City,FALSE,,,,316,57.46303159,,,,,653,Foun,tion,13,lahoma
288,Mascara,Makeup,330.5,2.4,2139,981,0.41,1764,3/18/2024,Detroit,FALSE,,,,331,46.24932432,,,,,423,Masc,cara,7,troit
289,Foundation,Makeup,15.41,2.7,2293,741,0.13,649,08-03-2023,New York,FALSE,,,,15,47.88527958,,,,,456,Foun,tion,8,w York
290,Blush,Makeup,272.3,1.9,2009,241,0.31,1716,07-10-2023,Madison,TRUE,,,,272,44.82186966,,,,,395,Blus,lush,7,dison
291,Foundation,Makeup,480.19,3,3042,496,0.27,702,08-09-2023,Providence,TRUE,,,,480,55.15432893,,,,,599,Foun,tion,10,oviden
292,Blush,Makeup,58.06,3,545,563,0.12,593,10/24/2023,Jacksonville,TRUE,,,,58,23.34523506,,,,,110,Blus,lush,12,cksonv
293,Lipstick,Makeup,194.19,2.6,3493,553,0.39,396,2/20/2024,Columbia,TRUE,,,,194,59.10160742,,,,,696,Lips,tick,8,lumbia
294,Foundation,Makeup,60.05,3.6,424,128,0.4,1583,5/14/2024,Milwaukee,TRUE,,,,60,20.59126028,,,,,89,Foun,tion,9,lwauke
295,Foundation,Makeup,422.03,1.2,2279,788,0.41,758,8/27/2023,Richmond,TRUE,,,,422,47.73887305,,,,,453,Foun,tion,8,chmond
296,Blush,Makeup,448.61,3.5,78,912,0.03,855,12/22/2023,Des Moines,TRUE,,,,449,8.831760866,,,,,20,Blus,lush,10,s Moin
297,Lipstick,Makeup,61.79,5,2148,7,0.02,1528,3/17/2024,Queens,TRUE,,,,62,46.34652091,,,,,425,Lips,tick,6,eens
298,Lipstick,Makeup,332.93,4.2,2711,16,0.48,276,10/24/2023,Birmingham,TRUE,,,,333,52.06726419,,,,,544,Lips,tick,10,rmingh
299,Mascara,Makeup,236.35,5,4531,398,0.47,498,5/15/2024,Austin,TRUE,,,,236,67.31270311,,,,,899,Masc,cara,6,stin
300,Lipstick,Makeup,95.31,1.4,2037,351,0.03,137,05-05-2024,Bakersfield,FALSE,,,,95,45.13313639,,,,,399,Lips,tick,11,kersfi
301,Lipstick,Makeup,50.26,4.9,1246,647,0.38,920,7/19/2023,Mesa,FALSE,,,,50,35.29872519,,,,,261,Lips,tick,4,sa
302,Mascara,Makeup,337,1,1827,381,0.13,1640,12/26/2023,McAllen,FALSE,,,,337,42.74342055,,,,,365,Masc,cara,7,Allen
303,Foundation,Makeup,269.85,1.2,369,777,0.4,651,07-01-2023,Palm Bay,FALSE,,,,270,19.20937271,,,,,72,Foun,tion,8,lm Bay
304,Blush,Makeup,65.84,2.9,3983,287,0.31,1249,06-01-2024,Cleveland,FALSE,,,,66,63.1110133,,,,,787,Blus,lush,9,evelan
305,Mascara,Makeup,175.75,4.7,2230,968,0.19,1850,7/14/2023,Raleigh,FALSE,,,,176,47.22287581,,,,,447,Masc,cara,7,leigh
306,Blush,Makeup,200.44,1.7,4083,413,0.46,1195,8/29/2023,San Diego,FALSE,,,,200,63.89835679,,,,,808,Blus,lush,9,n Dieg
307,Lipstick,Makeup,444.59,3.6,4066,121,0.41,1654,05-04-2024,Mission Viejo,FALSE,,,,445,63.76519427,,,,,804,Lips,tick,13,ssion 
308,Foundation,Makeup,136.63,3.2,2196,396,0.11,1661,8/15/2023,Detroit,FALSE,,,,137,46.86149806,,,,,439,Foun,tion,7,troit
309,Blush,Makeup,283.33,1.7,1759,202,0.16,661,10/21/2023,Providence,FALSE,,,,283,41.94043395,,,,,357,Blus,lush,10,oviden
310,Foundation,Makeup,469.32,1.2,3537,769,0.07,462,09-03-2023,Madison,FALSE,,,,469,59.4726828,,,,,704,Foun,tion,7,dison
311,Mascara,Makeup,114.62,3,4183,43,0.37,1706,12-06-2023,Hartford,FALSE,,,,115,64.67611615,,,,,828,Masc,cara,8,rtford
312,Foundation,Makeup,259.1,2.2,2066,22,0.34,1830,2/25/2024,Tucson,TRUE,,,,259,45.45327271,,,,,414,Foun,tion,6,cson
313,Lipstick,Makeup,439.8,2.7,361,185,0,128,6/14/2023,Mesa,TRUE,,,,440,19,,,,,71,Lips,tick,4,sa
314,Foundation,Makeup,441.91,2.1,1855,873,0.33,472,06-02-2024,Manhattan,TRUE,,,,442,43.06971093,,,,,368,Foun,tion,9,nhatta
315,Foundation,Makeup,369.2,3.5,922,65,0.18,1036,3/18/2024,San Francisco,TRUE,,,,369,30.3644529,,,,,189,Foun,tion,13,n Fran
316,Mascara,Makeup,382.89,1.1,2256,973,0.1,1441,5/23/2024,Phoenix,TRUE,,,,383,47.49736835,,,,,449,Masc,cara,7,oenix
317,Lipstick,Makeup,380.57,4.4,3895,210,0.5,131,2/22/2024,Hartford,TRUE,,,,381,62.40993511,,,,,771,Lips,tick,8,rtford
318,Foundation,Makeup,325.25,4.1,1013,226,0.07,1765,08-07-2023,Mesa,TRUE,,,,325,31.82766093,,,,,218,Foun,tion,4,sa
319,Blush,Makeup,97.4,1.1,4283,56,0.19,272,2/14/2024,Salt Lake City,FALSE,,,,97,65.44463309,,,,,850,Blus,lush,14,lt Lak
320,Lipstick,Makeup,245.68,3.6,4431,697,0.28,899,10-02-2023,Hartford,FALSE,,,,246,66.56575696,,,,,879,Lips,tick,8,rtford
321,Denim Jacket,Coats and jackets,341.47,4.2,3259,59,0.16,1342,11/14/2023,Palm Bay,FALSE,,,,341,57.0876519,,,,,649,Deni,cket,8,lm Bay
322,Rain Jacket,Coats and jackets,350.75,4,2974,867,0.26,431,12/22/2023,Chicago,FALSE,,,,351,54.53439282,,,,,590,Rain,cket,7,icago
323,Denim Jacket,Coats and jackets,69.96,3.9,2528,145,0.19,1136,10-05-2023,Provo,FALSE,,,,70,50.27922036,,,,,512,Deni,cket,5,ovo
324,Denim Jacket,Coats and jackets,370.47,5,1019,117,0.32,400,11/27/2023,McAllen,TRUE,,,,370,31.9217794,,,,,220,Deni,cket,7,Allen
325,Denim Jacket,Coats and jackets,253.12,1.7,398,709,0.5,123,3/29/2024,Concord,TRUE,,,,253,19.94993734,,,,,82,Deni,cket,7,ncord
326,Leather Jacket,Coats and jackets,290.22,3.4,499,572,0.49,1794,2/26/2024,San Juan,TRUE,,,,290,22.3383079,,,,,97,Leat,cket,8,n Juan
327,Winter Coat,Coats and jackets,297.05,3.3,2757,848,0.46,562,10-11-2023,Hartford,TRUE,,,,297,52.50714237,,,,,556,Wint,Coat,8,rtford
328,Leather Jacket,Coats and jackets,137.06,2.7,4676,348,0.23,48,3/30/2024,Cape Coral,TRUE,,,,137,68.38128399,,,,,942,Leat,cket,10,pe Cor
329,Denim Jacket,Coats and jackets,246.65,1.5,3331,637,0.36,1009,02-04-2024,Indianapolis,TRUE,,,,247,57.71481612,,,,,657,Deni,cket,12,dianap
330,Denim Jacket,Coats and jackets,367.46,4.1,685,827,0.07,1592,05-12-2024,Boise,TRUE,,,,367,26.17250466,,,,,142,Deni,cket,5,ise
331,Denim Jacket,Coats and jackets,331.91,4.8,1431,875,0.02,1365,11-05-2023,Des Moines,TRUE,,,,332,37.82856064,,,,,303,Deni,cket,10,s Moin
332,Leather Jacket,Coats and jackets,131.02,4.6,631,905,0.14,1205,2/27/2024,Concord,TRUE,,,,131,25.11971337,,,,,130,Leat,cket,7,ncord
333,Winter Coat,Coats and jackets,390.59,1.3,1719,618,0.03,249,6/15/2023,Rochester,FALSE,,,,391,41.46082488,,,,,349,Wint,Coat,9,cheste
334,Winter Coat,Coats and jackets,179.5,2.3,3141,638,0.12,671,10-08-2023,Charlotte,FALSE,,,,180,56.04462508,,,,,622,Wint,Coat,9,arlott
335,Leather Jacket,Coats and jackets,482.06,3.2,1449,665,0.21,895,1/22/2024,Des Moines,FALSE,,,,482,38.06573262,,,,,306,Leat,cket,10,s Moin
336,Winter Coat,Coats and jackets,252.3,4.9,3652,130,0.36,1956,08-12-2023,Akron,FALSE,,,,252,60.43177972,,,,,723,Wint,Coat,5,ron
337,Leather Jacket,Coats and jackets,161.26,4.8,1931,444,0.06,1201,2/16/2024,Harrisburg,FALSE,,,,161,43.94314509,,,,,383,Leat,cket,10,rrisbu
338,Denim Jacket,Coats and jackets,214.82,1.4,597,288,0.26,1596,04-12-2024,Boise,FALSE,,,,215,24.43358345,,,,,124,Deni,cket,5,ise
339,Rain Jacket,Coats and jackets,207.95,3.2,3669,176,0.27,965,11/27/2023,Chicago,FALSE,,,,208,60.57227088,,,,,727,Rain,cket,7,icago
340,Rain Jacket,Coats and jackets,247.5,1.7,1537,21,0.42,1089,7/18/2023,Kansas City,FALSE,,,,248,39.20459157,,,,,321,Rain,cket,11,nsas C
341,Rain Jacket,Coats and jackets,432.37,2.8,3750,85,0.15,1959,8/23/2023,Spokane,FALSE,,,,432,61.23724357,,,,,744,Rain,cket,7,okane
